budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,release_year,genres_parsed,production_countries_parsed
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",,11535,"[{""id"": 554, ""name"": ""manager""}, {""id"": 1395, ""name"": ""arena""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 5970, ""name"": ""wrestling""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 6234, ""name"": ""roller-skating""}, {""id"": 34000, ""name"": ""motorcycle racing""}, {""id"": 155720, ""name"": ""rollerskating""}, {""id"": 155742, ""name"": ""future sport""}]",en,Rollerball,"From the director of Die Hard comes this high-octane thriller that roars along at a breakneck pace (Los Angeles Times)! Starring Chris Klein (American Pie), Jean Reno (Ronin), LL Cool J (Charlie's Angels) and Rebecca Romijn-Stamos (X-Men), Rollerball goes full-throttle with excitement from its death-defying opening until its explosive end! Jonathan Cross (Klein) is the newest recruit in the most extreme sport of all time where his fast moves and killer looks make him an instant superstar. But Cross life in the fast lane collides with reality when he learns that the league's owner (Reno) is orchestrating serious on-court accidents to boost ratings. Now Cross plans to take down the owner and his ruthless sport before the game puts an end to him!",9.306253,"[{""name"": ""Atlas Entertainment"", ""id"": 507}, {""name"": ""Toho-Towa"", ""id"": 657}, {""name"": ""Mosaic Media Group"", ""id"": 748}, {""name"": ""Yorktown Productions"", ""id"": 1484}, {""name"": ""Helkon Media AG"", ""id"": 2216}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-02-08,0,98.0,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Go Ballistic,Rollerball,3.4,106,2002.0,"['Action', 'Science Fiction', 'Thriller']","['Germany', 'Japan', 'United States of America']"
70000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",,10550,"[{""id"": 1465, ""name"": ""loss of family""}, {""id"": 4986, ""name"": ""enemy""}, {""id"": 5440, ""name"": ""adversary""}, {""id"": 33705, ""name"": ""agent""}]",en,Ballistic: Ecks vs. Sever,"Jonathan Ecks, an FBI agent, realizes that he must join with his lifelong enemy, Agent Sever, a rogue DIA agent with whom he is in mortal combat, in order to defeat a common enemy. That enemy has developed a ""micro-device"" that can be injected into victims in order to kill them at will.",8.37378,"[{""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""Franchise Pictures"", ""id"": 1403}, {""name"": ""Dante Entertainment"", ""id"": 2755}, {""name"": ""Chris Lee Productions"", ""id"": 20033}, {""name"": ""SuperMega"", ""id"": 76491}, {""name"": ""MHF Erste Academy Film GmbH & Co. Produktions KG"", ""id"": 76492}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-09-20,19924033,91.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,,Ballistic: Ecks vs. Sever,4.3,97,2002.0,"['Action', 'Adventure', 'Thriller']","['Germany', 'United States of America']"
75000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",http://www.osmosisjones.com/,12610,"[{""id"": 5198, ""name"": ""cold""}, {""id"": 6681, ""name"": ""flu""}, {""id"": 14675, ""name"": ""lethal virus""}, {""id"": 188326, ""name"": ""construction worker""}]",en,Osmosis Jones,"A policeman white blood cell, with the help of a cold pill, must stop a deadly virus from destroying the human they live in, Frank.",10.54544,"[{""name"": ""Conundrum Entertainment"", ""id"": 1156}, {""name"": ""Warner Bros. Animation"", ""id"": 2785}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-08-07,13596911,95.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Every BODY needs a hero,Osmosis Jones,5.9,228,2001.0,"['Adventure', 'Animation', 'Action', 'Comedy', 'Family']",['United States of America']
70000000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",http://www.skycaptain.com/,5137,"[{""id"": 212, ""name"": ""london england""}, {""id"": 486, ""name"": ""himalaya""}, {""id"": 736, ""name"": ""journalist""}, {""id"": 1373, ""name"": ""killer robot""}, {""id"": 4850, ""name"": ""computer war""}, {""id"": 14544, ""name"": ""robot""}]",en,Sky Captain and the World of Tomorrow,"When gigantic robots attack New York City, ""Sky Captain"" uses his private air force to fight them off. His ex-girlfriend, reporter Polly Perkins, has been investigating the recent disappearance of prominent scientists. Suspecting a link between the global robot attacks and missing men, Sky Captain and Polly decide to work together. They fly to the Himalayas in pursuit of the mysterious Dr. Totenkopf, the mastermind behind the robots.",24.664776,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Natural Nylon Entertainment"", ""id"": 804}, {""name"": ""Riff Raff Film Productions"", ""id"": 1668}, {""name"": ""Filmauro"", ""id"": 4753}, {""name"": ""Blue Flower Productions"", ""id"": 10671}, {""name"": ""Brooklyn Films II"", ""id"": 10672}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-09-17,57958696,107.0,"[{""iso_639_1"": ""bo"", ""name"": """"}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Who will save us?,Sky Captain and the World of Tomorrow,5.7,439,2004.0,"['Mystery', 'Action', 'Thriller', 'Science Fiction', 'Adventure']","['United Kingdom', 'United States of America']"
70000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",,3093,"[{""id"": 255, ""name"": ""male nudity""}, {""id"": 572, ""name"": ""sex""}, {""id"": 33649, ""name"": ""legs""}, {""id"": 161693, ""name"": ""soho london""}, {""id"": 161694, ""name"": ""playing god""}, {""id"": 161705, ""name"": ""jacuzzi""}]",en,Basic Instinct 2,"Novelist Catherine Tramell is once again in trouble with the law, and Scotland Yard appoints psychiatrist Dr. Michael Glass to evaluate her. Though, like Detective Nick Curran before him, Glass is entranced by Tramell and lured into a seductive game.",13.483387,"[{""name"": ""Intermedia Films"", ""id"": 763}, {""name"": ""Kanzaman"", ""id"": 4169}, {""name"": ""C-2 Pictures"", ""id"": 7340}, {""name"": ""IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG"", ""id"": 19116}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-03-29,38629478,114.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,Everything interesting begins in the mind,Basic Instinct 2,4.6,180,2006.0,"['Crime', 'Mystery', 'Thriller']","['Germany', 'United Kingdom', 'United States of America']"
68000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",http://www.paramount.com/movies/sum-all-fears,4614,"[{""id"": 591, ""name"": ""cia""}, {""id"": 949, ""name"": ""terrorist""}, {""id"": 1815, ""name"": ""atomic bomb""}, {""id"": 2106, ""name"": ""cold war""}, {""id"": 9830, ""name"": ""nuclear explosion""}, {""id"": 155723, ""name"": ""jack ryan""}]",en,The Sum of All Fears,"When the president of Russia suddenly dies, a man whose politics are virtually unknown succeeds him. The change in political leaders sparks paranoia among American CIA officials, so CIA director Bill Cabot recruits a young analyst to supply insight and advice on the situation. Then the unthinkable happens: a nuclear bomb explodes in a U.S. city, and America is quick to blame the Russians.",22.392544,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Mace Neufeld Productions"", ""id"": 2767}, {""name"": ""MFP Munich Film Partners GmbH & Company I. Produktions KG"", ""id"": 21409}, {""name"": ""S.O.A.F. Productions"", ""id"": 21410}, {""name"": ""Mel's Cite du Cinema"", ""id"": 54502}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-05-31,193000000,124.0,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""uk"", ""name"": ""\u0423\u043a\u0440\u0430\u0457\u043d\u0441\u044c\u043a\u0438\u0439""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,"27,000 nuclear weapons. One is missing.",The Sum of All Fears,5.9,437,2002.0,"['Thriller', 'Action', 'Drama']",['United States of America']
68000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",,11371,"[{""id"": 3356, ""name"": ""quebec""}, {""id"": 155331, ""name"": ""jewel""}, {""id"": 159408, ""name"": ""scepter""}, {""id"": 159410, ""name"": ""customs house""}, {""id"": 159413, ""name"": ""jewelry heist""}, {""id"": 159419, ""name"": ""blueprint""}, {""id"": 159422, ""name"": ""assumed identity""}, {""id"": 159425, ""name"": ""schematic""}, {""id"": 159431, ""name"": ""voice over""}, {""id"": 159433, ""name"": ""surveillance camera""}, {""id"": 159434, ""name"": ""one last job""}]",en,The Score,An aging thief hopes to retire and live off his ill-gotten wealth when a young kid convinces him into doing one last heist.,22.572323,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Mandalay Pictures"", ""id"": 551}, {""name"": ""Horseshoe Bay Productions"", ""id"": 19552}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-07-13,71069884,124.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,There are no partners in crime,The Score,6.7,423,2001.0,"['Action', 'Crime', 'Thriller']","['Germany', 'United States of America']"
70000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",http://www.agoralapelicula.com/,26428,"[{""id"": 186, ""name"": ""christianity""}, {""id"": 490, ""name"": ""philosophy""}, {""id"": 1160, ""name"": ""egypt""}, {""id"": 1605, ""name"": ""new love""}, {""id"": 6091, ""name"": ""war""}, {""id"": 6158, ""name"": ""cult""}, {""id"": 6165, ""name"": ""historical figure""}, {""id"": 9682, ""name"": ""history""}, {""id"": 9725, ""name"": ""sword fight""}, {""id"": 14704, ""name"": ""ancient world""}, {""id"": 40850, ""name"": ""destiny""}, {""id"": 155651, ""name"": ""fall in love""}, {""id"": 161164, ""name"": ""hypatia""}, {""id"": 161166, ""name"": ""misogyny""}, {""id"": 161167, ""name"": ""persecution""}, {""id"": 161168, ""name"": ""library of alexandria""}, {""id"": 165259, ""name"": ""political unrest""}, {""id"": 179367, ""name"": ""impossible love""}, {""id"": 190532, ""name"": ""false history""}, {""id"": 193554, ""name"": ""power relations""}, {""id"": 206709, ""name"": ""unfulfillment""}, {""id"": 206713, ""name"": ""master and servant""}, {""id"": 206715, ""name"": ""love and romance""}, {""id"": 206716, ""name"": ""unfulfilled love""}]",en,Agora,"A historical drama set in Roman Egypt, concerning philosopher Hypatia of Alexandria and her relationship with her slave Davus, who is torn between his love for her and the possibility of gaining his freedom by joining the rising tide of Christianity.",18.888806,"[{""name"": ""Himen\u00f3ptero"", ""id"": 784}, {""name"": ""Telecinco Cinema"", ""id"": 2674}, {""name"": ""Mod Producciones"", ""id"": 5444}, {""name"": ""Nimar Studios"", ""id"": 7636}, {""name"": ""Canal+ Espa\u00f1a"", ""id"": 9335}, {""name"": ""Instituto de la Cinematograf\u00eda y de las Artes Audiovisuales (ICAA)"", ""id"": 9974}, {""name"": ""Government of Malta"", ""id"": 19927}]","[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}]",2009-05-17,39041505,127.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Alexandria, Egypt. 391 A.D. The World Changed Forever.",Agora,6.9,395,2009.0,"['Adventure', 'Drama', 'History']",['Spain']
70000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",http://wwws.warnerbros.co.uk/bodyoflies/,12113,"[{""id"": 321, ""name"": ""terror""}, {""id"": 769, ""name"": ""falsely accused""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 6292, ""name"": ""jordan""}, {""id"": 9145, ""name"": ""dubai""}, {""id"": 9846, ""name"": ""intelligence agency""}, {""id"": 9849, ""name"": ""beating""}]",en,Body of Lies,"The CIA’s hunt is on for the mastermind of a wave of terrorist attacks. Roger Ferris is the agency’s man on the ground, moving from place to place, scrambling to stay ahead of ever-shifting events. An eye in the sky – a satellite link – watches Ferris.  At the other end of that real-time link is the CIA’s Ed Hoffman, strategizing events from thousands of miles away. And as Ferris nears the target, he discovers trust can be just as dangerous as it is necessary for survival.",37.507136,"[{""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""De Line Pictures"", ""id"": 2609}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2008-10-10,113280098,128.0,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Trust no one. Deceive everyone.,Body of Lies,6.5,895,2008.0,"['Action', 'Drama', 'Thriller']","['United States of America', 'United Kingdom']"
67000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10752, ""name"": ""War""}]",,9703,"[{""id"": 1405, ""name"": ""roman empire""}, {""id"": 2280, ""name"": ""emperor""}, {""id"": 5049, ""name"": ""ancient rome""}, {""id"": 8659, ""name"": ""western roman empire""}, {""id"": 14704, ""name"": ""ancient world""}, {""id"": 194576, ""name"": ""julius caesar""}]",en,The Last Legion,"As the Roman empire crumbles, young Romulus Augustus flees the city and embarks on a perilous voyage to Britain to track down a legion of supporters.",12.282911,"[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Quinta Communications"", ""id"": 6370}, {""name"": ""Dino De Laurentiis Company"", ""id"": 10308}, {""name"": ""Zephyr Films"", ""id"": 16923}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""TN"", ""name"": ""Tunisia""}]",2007-04-19,25303038,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The end of an empire...the beginning of a legend.,The Last Legion,5.0,207,2007.0,"['Action', 'Adventure', 'Fantasy', 'War']","['United Kingdom', 'Italy', 'France', 'Tunisia']"
70000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,3981,"[{""id"": 515, ""name"": ""women""}, {""id"": 1475, ""name"": ""telepathy""}, {""id"": 4769, ""name"": ""supernatural powers""}, {""id"": 168750, ""name"": ""advertising executive""}, {""id"": 187056, ""name"": ""woman director""}]",en,What Women Want,"Advertising executive Nick Marshall is as cocky as they come, but what happens to a chauvinistic guy when he can suddenly hear what women are thinking? Nick gets passed over for a promotion, but after an accident enables him to hear women's thoughts, he puts his newfound talent to work against Darcy, his new boss, who seems to be infatuated with him.",31.39165,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Centropolis Entertainment"", ""id"": 347}, {""name"": ""Icon Entertainment International"", ""id"": 4564}, {""name"": ""Wind Dancer Productions"", ""id"": 8116}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-12-15,374111707,127.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,He has the power to hear everything women are thinking. Finally... a man is listening.,What Women Want,6.1,992,2000.0,"['Comedy', 'Romance']",['United States of America']
59000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",http://www.iceagemovies.com/films/ice-age,425,"[{""id"": 311, ""name"": ""human evolution""}, {""id"": 970, ""name"": ""parents kids relationship""}, {""id"": 990, ""name"": ""squirrel""}, {""id"": 1445, ""name"": ""ice""}, {""id"": 1452, ""name"": ""loss of child""}, {""id"": 2078, ""name"": ""mammoth""}, {""id"": 2079, ""name"": ""sloth""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 4428, ""name"": ""stone age""}, {""id"": 10506, ""name"": ""prehistoric""}, {""id"": 158017, ""name"": ""saber-toothed tiger""}, {""id"": 159955, ""name"": ""cavemen""}, {""id"": 166958, ""name"": ""prehistoric creature""}, {""id"": 178645, ""name"": ""prehistoric adventure""}, {""id"": 183414, ""name"": ""prehistoric times""}, {""id"": 192918, ""name"": ""prehistoric man""}]",en,Ice Age,"With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims.",99.561972,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Blue Sky Studios"", ""id"": 9383}, {""name"": ""Twentieth Century Fox Animation"", ""id"": 11749}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-03-10,383257136,81.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,They came. They thawed. They conquered.,Ice Age,7.1,3857,2002.0,"['Animation', 'Comedy', 'Family', 'Adventure']",['United States of America']
68000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",http://dreamcatchermovie.warnerbros.com/,6171,"[{""id"": 3684, ""name"": ""religion and supernatural""}]",en,Dreamcatcher,"Four boyhood pals perform a heroic act and are changed by the powers they gain in return. Years later, on a hunting trip in the Maine woods, they're overtaken by a vicious blizzard that harbors an ominous presence. Challenged to stop an alien force, the friends must first prevent the slaughter of innocent civilians by a military vigilante ... and then overcome a threat to the bond that unites the four of them.",26.792794,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""NPV Entertainment"", ""id"": 172}, {""name"": ""Kasdan Pictures"", ""id"": 13040}, {""name"": ""WV Films II"", ""id"": 24939}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-03-21,75715436,136.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A circle of friendship. A web of mystery. A pattern of fear.,Dreamcatcher,5.3,567,2003.0,"['Drama', 'Horror', 'Science Fiction', 'Thriller']",['United States of America']
65000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",,9021,"[{""id"": 65, ""name"": ""holiday""}, {""id"": 1441, ""name"": ""christmas party""}, {""id"": 1526, ""name"": ""home""}, {""id"": 1991, ""name"": ""santa claus""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 4290, ""name"": ""toy""}, {""id"": 4896, ""name"": ""wish""}, {""id"": 5153, ""name"": ""son""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 12200, ""name"": ""saving christmas""}, {""id"": 207317, ""name"": ""christmas""}]",en,The Santa Clause 2,"Better watch out! The big guy in red is coming to town once again. This time, Scott Calvin -- also known as Santa Claus -- finds out there's an obscure clause in his contract requiring him to take on a wife. He has to leave the North Pole to fulfill his obligations, or else he'll be forced to give up his Yuletide gig.",14.646884,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Outlaw Productions"", ""id"": 889}, {""name"": ""Boxing Cat Films"", ""id"": 12626}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-10-31,172855065,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,What's Christmas Fun without some Reindeer Games?,The Santa Clause 2,5.5,297,2002.0,"['Fantasy', 'Comedy', 'Family']",['United States of America']
65000000,"[{""id"": 35, ""name"": ""Comedy""}]",,12133,"[{""id"": 1412, ""name"": ""becoming an adult""}, {""id"": 4970, ""name"": ""autonomy""}, {""id"": 5707, ""name"": ""childhood trauma""}, {""id"": 6062, ""name"": ""hostility""}, {""id"": 7714, ""name"": ""step brother""}, {""id"": 8631, ""name"": ""slacker""}, {""id"": 14647, ""name"": ""man child""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Step Brothers,"Brennan Huff and Dale Doback might be grown men. But that doesn't stop them from living at home and turning into jealous, competitive stepbrothers when their single parents marry. Brennan's constant competition with Dale strains his mom's marriage to Dale's dad, leaving everyone to wonder whether they'll ever see eye to eye.",22.977983,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Mosaic Media Group"", ""id"": 748}, {""name"": ""Gary Sanchez Productions"", ""id"": 4740}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Apatow Productions"", ""id"": 10105}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-07-25,128107642,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,They grow up so fast.,Step Brothers,6.5,1062,2008.0,['Comedy'],['United States of America']
65000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",http://movies.warnerbros.com/spacecowboys/index.html,5551,"[{""id"": 1432, ""name"": ""nasa""}, {""id"": 3801, ""name"": ""space travel""}, {""id"": 14626, ""name"": ""astronaut""}, {""id"": 172971, ""name"": ""elderly""}]",en,Space Cowboys,"Frank Corvin, ‘Hawk’ Hawkins, Jerry O'Neill and ‘Tank’ Sullivan were hotdog members of Project Daedalus, the Air Force's test program for space travel, but their hopes were dashed in 1958 with the formation of NASA and the use of trained chimps. They blackmail their way into orbit when Russia's mysterious ‘Ikon’ communications satellite's orbit begins to degrade and threatens to crash to Earth.",15.772081,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""Mad Chance"", ""id"": 1757}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Clipsal Films"", ""id"": 10566}, {""name"": ""Digital Image Associates"", ""id"": 76068}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-07-31,128884132,130.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Space will never be the same.,Space Cowboys,6.3,403,2000.0,"['Action', 'Adventure', 'Thriller']",['United States of America']
65000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",http://movies.disney.com/the-kid,4244,"[{""id"": 965, ""name"": ""age difference""}, {""id"": 1599, ""name"": ""midlife crisis""}, {""id"": 1660, ""name"": ""suppressed past""}, {""id"": 2417, ""name"": ""self-awareness""}, {""id"": 3321, ""name"": ""childhood memory""}, {""id"": 3923, ""name"": ""humor""}, {""id"": 206736, ""name"": ""changing the past or future""}]",en,The Kid,"Powerful businessman Russ Duritz is self-absorbed and immersed in his work. But by the magic of the moon, he meets Rusty, a chubby, charming 8-year-old version of himself who can't believe he could turn out so badly -- with no life and no dog. With Rusty's help, Russ is able to reconcile the person he used to dream of being with the man he's actually become.",18.281798,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-07-07,69700000,104.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Nobody ever grows up quite like they imagined.,The Kid,6.0,238,2000.0,"['Fantasy', 'Comedy', 'Family']",['United States of America']
63000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}]",,1852,"[{""id"": 321, ""name"": ""terror""}, {""id"": 708, ""name"": ""runaway""}, {""id"": 905, ""name"": ""alarm clock""}, {""id"": 1701, ""name"": ""hero""}, {""id"": 2733, ""name"": ""firemen""}, {""id"": 2736, ""name"": ""fire engine""}, {""id"": 5597, ""name"": ""war on terror""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 11399, ""name"": ""marine""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 18029, ""name"": ""trapped""}, {""id"": 18030, ""name"": ""rubble""}, {""id"": 18031, ""name"": ""rescue team""}]",en,World Trade Center,"On September, 11th 2001, after the terrorist attack to the World Trade Center, the building collapses over the rescue team from the Port Authority Police Department. Will Jimeno and his sergeant John McLoughlin are found alive trapped under the wreckage while the rescue teams fight to save them.",24.697533,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Double Feature Films"", ""id"": 215}, {""name"": ""Intermedia Films"", ""id"": 763}, {""name"": ""Kernos Filmproduktionsgesellschaft & Company"", ""id"": 20396}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-08-09,162945894,128.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The world saw evil that day. Two men saw something else.,World Trade Center,5.9,447,2006.0,"['Drama', 'History', 'Thriller']",['United States of America']
